CourseID,ReadStat,Rate1,Rate2,Rate3,Rate4,Rate5,Sum,NewEnrolled,UpdateDate,Upd_monthes,Orig_Price,Curr_Price,Discount,Time
185528, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:25:47 
872262, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:25:50 
1137738, OK,0,0,0,0,1,1, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:25:53 
1185535, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,8682, 0/0, NaN ,0,0,0, 2020-07-09 14:25:56 
896742, OK,0,2,2,15,38,57, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:25:59 
609642, OK,1,7,12,22,25,67, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:01 
723818, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:04 
1085646, OK,3,5,16,14,51,89,2694, 4/2017,39,739.99,443.99,40, 2020-07-09 14:26:06 
1062048, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:08 
1160004, OK,1,4,9,29,53,96,1416, 11/2019,8,799.99,479.99,40, 2020-07-09 14:26:11 
1087244, OK,0,2,5,14,30,51,2512, 2/2017,41,99.99,59.99,40, 2020-07-09 14:26:13 
1169062, OK,1,3,3,7,19,33,2170, 4/2017,39,299.99,179.99,40, 2020-07-09 14:26:15 
520468, OK,7,11,50,97,128,293,18702, 11/2018,20,799.99,479.99,40, 2020-07-09 14:26:17 
693812, OK,3,14,41,92,244,394,15490, 2/2019,17,439.99,263.99,40, 2020-07-09 14:26:19 
1196852, OK,1,0,1,6,14,22,2099, 6/2017,37,79.99,47.99,40, 2020-07-09 14:26:22 
1149656, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:23 
385462, OK,71,52,109,129,185,546,36312, 1/2015,66,79.99,47.99,40, 2020-07-09 14:26:26 
1094930, OK,5,3,7,23,24,62,10156, 1/2020,6,799.99,479.99,40, 2020-07-09 14:26:28 
561188, OK,6,11,50,190,266,523,15470, 7/2015,60,799.99,479.99,40, 2020-07-09 14:26:30 
600486, OK,20,25,94,176,220,535,5344, 5/2017,38,79.99,47.99,40, 2020-07-09 14:26:33 
501140, OK,38,74,363,953,1456,2884,10887, 5/2020,2,599.99,359.99,40, 2020-07-09 14:26:36 
405488, OK,64,124,394,742,943,2267,10397, 9/2016,46,599.99,359.99,40, 2020-07-09 14:26:39 
1219326, OK,43,54,139,166,196,598, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:42 
1029554, OK,46,110,557,1568,3748,6029, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:44 
1009068, OK,2,2,11,51,99,165, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:47 
1276020, OK,87,198,851,1914,3613,6663, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:49 
1202746, OK,9,19,68,175,290,561, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:52 
1226518, OK,8,14,69,172,426,689,5811, 5/2020,2,199.99,119.99,40, 2020-07-09 14:26:55 
870368, OK,14,14,64,129,270,491,1548, 9/2016,46,239.99,143.99,40, 2020-07-09 14:26:58 
1223336, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:26:59 
1257870, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,14991, 0/0, NaN ,0,0,0, 2020-07-09 14:27:02 
519968, OK,1,0,0,3,11,15,2096, 5/2019,14,759.99,455.99,40, 2020-07-09 14:27:04 
656914, OK,0,0,1,4,9,14,1126, 11/2015,56,79.99,47.99,40, 2020-07-09 14:27:06 
787204, OK,0,0,0,3,6,9,1035, 1/2017,42,379.99,227.99,40, 2020-07-09 14:27:09 
380668, OK,8,11,23,36,52,130,1255, 9/2019,10,799.99,479.99,40, 2020-07-09 14:27:12 
412864, OK,1,2,6,15,25,49,1360, 4/2015,63,299.99,179.99,40, 2020-07-09 14:27:14 
463354, OK,3,5,15,41,47,111,1128, 3/2015,64,179.99,107.99,40, 2020-07-09 14:27:17 
636548, OK,1,1,1,8,8,19,967, 6/2020,1,479.99,287.99,40, 2020-07-09 14:27:19 
513782, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:27:21 
19164, OK,7,7,9,22,28,73,2822, 10/2014,69,379.99,227.99,40, 2020-07-09 14:27:23 
637402, OK,2,3,23,61,137,226,1192, 6/2016,49,99.99,59.99,40, 2020-07-09 14:27:25 
901082, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:27:27 
608090, OK,1,2,8,25,93,129,550, 10/2015,57,119.99,71.99,40, 2020-07-09 14:27:30 
1165016, OK,2,0,8,7,5,22,500, 4/2017,39,159.99,95.99,40, 2020-07-09 14:27:33 
755680, OK,9,13,49,174,241,486,18488, 2/2016,53,79.99,47.99,40, 2020-07-09 14:27:35 
930416, OK,20,33,113,199,330,695,14504, 9/2018,22,99.99,59.99,40, 2020-07-09 14:27:38 
784478, OK,0,1,5,16,21,43,1151, 3/2016,52,199.99,119.99,40, 2020-07-09 14:27:41 
17349, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,94569, 0/0, NaN ,0,0,0, 2020-07-09 14:27:43 
93484, OK,6,13,50,82,123,274,2553, 10/2013,81,79.99,47.99,40, 2020-07-09 14:27:45 
927186, OK,0,1,2,7,16,26,805, 7/2018,24,399.99,239.99,40, 2020-07-09 14:27:47 
628440, OK,1,4,29,137,246,417,3130, 11/2019,8,159.99,95.99,40, 2020-07-09 14:27:48 
1047508, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,6790, 0/0, NaN ,0,0,0, 2020-07-09 14:27:51 
406504, OK,9,15,58,147,281,510,2667, 9/2018,22,419.99,251.99,40, 2020-07-09 14:27:53 
644914, OK,1,1,2,10,15,29,1535, 11/2015,56,179.99,107.99,40, 2020-07-09 14:27:55 
908324, OK,8,8,8,4,13,41,1460, 9/2016,46,119.99,71.99,40, 2020-07-09 14:27:57 
15611, OK,8,6,15,51,94,174,3591, 0/0, NaN ,159.99,95.99,40, 2020-07-09 14:27:59 
775252, OK,0,0,4,5,9,18,1084, 1/2017,42,379.99,227.99,40, 2020-07-09 14:28:02 
850426, OK,50,86,558,2098,4688,7480,43091, 11/2019,8,799.99,479.99,40, 2020-07-09 14:28:03 
530426, OK,3,7,23,46,83,162,1534, 6/2020,1,399.99,239.99,40, 2020-07-09 14:28:06 
627782, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,24701, 0/0, NaN ,0,0,0, 2020-07-09 14:28:09 
1211198, OK,0,0,7,4,3,14,312, 5/2017,38,159.99,95.99,40, 2020-07-09 14:28:11 
294294, OK,2,5,24,44,49,124,2461, 9/2014,70,79.99,47.99,40, 2020-07-09 14:28:13 
692920, OK,1,0,1,5,5,12,1870, 9/2016,46,79.99,47.99,40, 2020-07-09 14:28:15 
349144, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,2058, 0/0, NaN ,0,0,0, 2020-07-09 14:28:18 
711688, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,5557, 0/0, NaN ,0,0,0, 2020-07-09 14:28:20 
625920, OK,1,0,2,3,11,17,1063, 10/2015,57,199.99,119.99,40, 2020-07-09 14:28:22 
286508, OK,0,5,8,16,31,60,1429, 8/2014,71,119.99,71.99,40, 2020-07-09 14:28:25 
768940, OK,2,5,12,9,9,37,7131, 3/2016,52,79.99,47.99,40, 2020-07-09 14:28:27 
640428, OK,1,3,10,28,46,88,1013, 10/2015,57,799.99,479.99,40, 2020-07-09 14:28:29 
1168910, OK,5,7,20,57,92,181,674, 4/2017,39,259.99,155.99,40, 2020-07-09 14:28:32 
640426, OK,0,1,3,4,5,13,1159, 0/0, NaN ,799.99,479.99,40, 2020-07-09 14:28:34 
300466, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:28:36 
682060, OK,3,8,20,69,140,240,1663, 4/2019,15,159.99,95.99,40, 2020-07-09 14:28:39 
809216, OK,0,2,13,33,64,112,4815, 11/2019,8,799.99,479.99,40, 2020-07-09 14:28:41 
532140, OK,0,0,3,5,10,18,1097, 2/2017,41,299.99,179.99,40, 2020-07-09 14:28:43 
546832, OK,0,1,6,5,6,18,1246, 7/2015,60,199.99,119.99,40, 2020-07-09 14:28:45 
1260674, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,13304, 0/0, NaN ,0,0,0, 2020-07-09 14:28:47 
288110, OK,0,1,1,4,9,15,1534, 3/2017,40,199.99,119.99,40, 2020-07-09 14:28:50 
388104, OK,2,6,3,5,10,26,1478, 2/2015,65,79.99,47.99,40, 2020-07-09 14:28:52 
742392, OK,0,0,0,4,6,10,47, 11/2016,44,119.99,71.99,40, 2020-07-09 14:28:55 
1265678, OK,0,0,0,4,5,9, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:28:57 
814200, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:00 
468182, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:02 
789670, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:04 
1009622, OK,6,7,12,15,16,56, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:07 
1164570, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:11 
686430, OK,1,0,0,0,2,3,14, 3/2018,28, NaN, NaN, NaN , 2020-07-09 14:29:13 
1007622, OK,0,1,2,5,6,14, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:16 
1031648, OK,0,0,0,1,4,5,10, 12/2016,43,79.99,47.99,40, 2020-07-09 14:29:18 
1069348, OK,0,0,1,2,6,9, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:22 
181294, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:23 
780150, OK,1,0,11,17,43,72,398, 1/2017,42,199.99,119.99,40, 2020-07-09 14:29:26 
922464, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:28 
855188, OK,0,0,0,1,5,6,631, 7/2016,48,79.99,47.99,40, 2020-07-09 14:29:30 
855764, OK,13,4,16,9,21,63,1137, 6/2018,25,79.99,47.99,40, 2020-07-09 14:29:33 
699376, OK,0,1,1,3,6,11,1316, 9/2016,46,79.99,47.99,40, 2020-07-09 14:29:35 
192726, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:37 
358998, OK,0,1,3,3,9,16,725, 8/2018,23,179.99,107.99,40, 2020-07-09 14:29:39 
525446, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,10015, 0/0, NaN ,0,0,0, 2020-07-09 14:29:41 
638040, OK,2,2,4,2,2,12,1430, 12/2015,55,399.99,239.99,40, 2020-07-09 14:29:44 
502588, OK,3,3,24,27,43,100,809, 6/2018,25,199.99,119.99,40, 2020-07-09 14:29:47 
1177670, OK,0,0,0,0,0,0,219, 4/2017,39,239.99,143.99,40, 2020-07-09 14:29:49 
753774, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:51 
530436, OK,5,3,26,46,56,136,851, 8/2015,59,599.99,359.99,40, 2020-07-09 14:29:54 
690918, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 14:29:56 
