CourseID,ReadStat,Rate1,Rate2,Rate3,Rate4,Rate5,Sum,NewEnrolled,UpdateDate,Upd_monthes,Orig_Price,Curr_Price,Discount,Time
1070968, OK,11,5,16,25,32,89,2472, 2/2017,41,799.99,479.99,40, 2020-07-09 13:34:04 
1113822, OK,38,63,240,467,561,1369,4100, 7/2017,36, NaN, NaN, NaN , 2020-07-09 13:34:06 
1006314, OK,16,23,87,216,242,584,5005, 4/2020,3,379.99,227.99,40, 2020-07-09 13:34:08 
1210588, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,16648, 0/0, NaN ,0,0,0, 2020-07-09 13:34:10 
1011058, OK,0,3,8,28,61,100,1800, 6/2020,1,799.99,479.99,40, 2020-07-09 13:34:12 
192870, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:14 
739964, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:16 
403100, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:18 
476268, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:19 
1167710, OK,0,2,4,16,19,41,1044, 4/2017,39,799.99,479.99,40, 2020-07-09 13:34:21 
592338, OK,12,13,39,72,172,308,12483, 9/2015,58,799.99,479.99,40, 2020-07-09 13:34:23 
975046, OK,0,4,12,23,50,89,1746, 6/2020,1,799.99,479.99,40, 2020-07-09 13:34:25 
742602, OK,3,3,3,11,28,48,3714, 2/2016,53,119.99,71.99,40, 2020-07-09 13:34:26 
794151, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,12769, 9/2019,10,0,0,0, 2020-07-09 13:34:28 
1196544, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:29 
504036, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:31 
719698, OK,1,2,17,37,40,97,4987, 2/2016,53,79.99,47.99,40, 2020-07-09 13:34:33 
564966, OK,8,10,31,66,176,291,3745, 6/2020,1,799.99,479.99,40, 2020-07-09 13:34:35 
606928, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:36 
58977, OK,3,2,23,83,180,291,8126, 6/2013,85, NaN, NaN, NaN , 2020-07-09 13:34:38 
1242604, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:39 
798740, OK,11,2,8,51,69,141,2508, 7/2018,24,799.99,479.99,40, 2020-07-09 13:34:42 
506568, OK,24,12,32,38,45,151,15204, 11/2019,8,299.99,179.99,40, 2020-07-09 13:34:44 
1020760, OK,0,0,7,11,24,42,2016, 12/2016,43, NaN, NaN, NaN , 2020-07-09 13:34:46 
859742, OK,32,31,111,259,331,764,4537, 5/2020,2,399.99,239.99,40, 2020-07-09 13:34:48 
383414, OK,58,121,550,1624,2047,4400,24047, 6/2020,1,599.99,359.99,40, 2020-07-09 13:34:50 
353044, OK,51,80,263,530,904,1828,11679, 6/2020,1,799.99,479.99,40, 2020-07-09 13:34:52 
447362, OK,16,26,64,154,336,596,7424, 6/2019,13,699.99,419.99,40, 2020-07-09 13:34:54 
831066, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:34:56 
1266306, OK,3,15,82,364,870,1334,4998, 6/2020,1,559.99,335.99,40, 2020-07-09 13:34:58 
1170894, OK,27,16,85,178,200,506,3866, 5/2020,2,799.99,479.99,40, 2020-07-09 13:35:00 
948974, OK,20,7,32,64,144,267,2311, 3/2017,40,799.99,479.99,40, 2020-07-09 13:35:02 
380970, OK,42,58,218,629,910,1857,27119, 5/2020,2,399.99,239.99,40, 2020-07-09 13:35:04 
1217778, OK,2,2,7,14,16,41,1223, 6/2017,37,799.99,479.99,40, 2020-07-09 13:35:06 
1246208, OK,3,3,10,8,22,46,4862, 11/2019,8,79.99,47.99,40, 2020-07-09 13:35:08 
434774, OK,26,8,45,73,150,302,17672, 1/2020,6,779.99,467.99,40, 2020-07-09 13:35:10 
308690, OK,127,212,1261,4692,9655,15947,63999, 7/2020,0,779.99,467.99,40, 2020-07-09 13:35:12 
888716, OK,131,287,1770,5380,8075,15643,135539, 4/2020,3,799.99,479.99,40, 2020-07-09 13:35:14 
321410, OK,154,362,2483,9313,14288,26600,121567, 6/2020,1,779.99,467.99,40, 2020-07-09 13:35:16 
965832, OK,122,310,2210,6646,9126,18414,83384, 6/2020,1,779.99,467.99,40, 2020-07-09 13:35:18 
648826, OK,288,544,3876,13952,23454,42114,230133, 7/2020,0,779.99,467.99,40, 2020-07-09 13:35:20 
1035472, OK,92,206,1466,5865,8424,16053,77356, 6/2020,1,779.99,467.99,40, 2020-07-09 13:35:22 
1154754, OK,43,57,302,783,1109,2294,55805, 6/2020,1,779.99,467.99,40, 2020-07-09 13:35:23 
627540, OK,80,100,386,941,1094,2601,14172, 2/2019,17,459.99,275.99,40, 2020-07-09 13:35:25 
301442, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:35:28 
640100, OK,32,55,521,1897,2946,5451,35916, 7/2020,0,599.99,359.99,40, 2020-07-09 13:35:29 
1247394, OK,23,49,140,307,373,892,4119, 5/2020,2,399.99,239.99,40, 2020-07-09 13:35:32 
260470, OK,65,46,277,969,2049,3406,27853, 6/2020,1,799.99,479.99,40, 2020-07-09 13:35:33 
1214702, OK,7,12,49,164,402,634,5633, 4/2020,3,379.99,227.99,40, 2020-07-09 13:35:35 
848664, OK,15,17,109,450,1412,2003,11490, 6/2020,1,599.99,359.99,40, 2020-07-09 13:35:37 
1142570, OK,0,0,6,7,8,21,1654, 8/2019,11, NaN, NaN, NaN , 2020-07-09 13:35:39 
325834, OK,8,8,18,47,114,195,14203, 6/2020,1,799.99,479.99,40, 2020-07-09 13:35:41 
411168, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:35:43 
885974, OK,7,7,32,62,64,172,28942, 2/2017,41,119.99,71.99,40, 2020-07-09 13:35:45 
1151092, OK,2,1,6,16,13,38,1302, 4/2017,39,799.99,479.99,40, 2020-07-09 13:35:47 
358326, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:35:49 
153210, OK,3,3,33,58,103,200,6154, 10/2015,57,799.99,479.99,40, 2020-07-09 13:35:51 
834836, OK,4,14,33,115,174,340,2527, 2/2019,17,579.99,347.99,40, 2020-07-09 13:35:53 
1171994, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:35:55 
1239068, OK,2,2,2,1,10,17,2553, 11/2019,8,79.99,47.99,40, 2020-07-09 13:35:57 
985922, OK,23,46,330,1232,1803,3434,19492, 11/2016,44,179.99,107.99,40, 2020-07-09 13:35:59 
765562, OK,21,35,217,707,845,1825,12016, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:36:01 
165964, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:36:02 
855172, OK,7,15,84,372,724,1202,16173, 4/2020,3,799.99,479.99,40, 2020-07-09 13:36:05 
258232, OK,36,57,219,791,1673,2776,19448, 6/2020,1,739.99,443.99,40, 2020-07-09 13:36:06 
994754, OK,10,16,130,493,680,1329,9387, 2/2020,5,799.99,479.99,40, 2020-07-09 13:36:08 
43319, OK,53,60,442,1556,2593,4704,28230, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:36:10 
408440, OK,42,47,217,561,733,1600,10844, 10/2019,9,499.99,299.99,40, 2020-07-09 13:36:12 
918688, OK,13,19,54,245,390,721,6607, 6/2020,1,799.99,479.99,40, 2020-07-09 13:36:14 
308694, OK,26,30,135,446,1124,1761,11928, 7/2020,0,739.99,443.99,40, 2020-07-09 13:36:16 
199450, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:36:17 
401784, OK,25,23,79,145,244,516,26295, 1/2020,6,379.99,227.99,40, 2020-07-09 13:36:19 
1122792, OK,5,2,4,22,25,58,2046, 3/2017,40,799.99,479.99,40, 2020-07-09 13:36:22 
709500, OK,15,17,39,90,167,328,3643, 9/2019,10,539.99,323.99,40, 2020-07-09 13:36:24 
285638, OK,32,36,224,637,1085,2014,43517, 7/2020,0,799.99,479.99,40, 2020-07-09 13:36:26 
1135126, OK,3,3,4,13,21,44,1707, 3/2017,40,799.99,479.99,40, 2020-07-09 13:36:28 
834558, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:36:29 
551968, OK,16,12,58,164,248,498,3711, 2/2019,17,479.99,287.99,40, 2020-07-09 13:36:31 
1005658, OK,3,5,30,72,83,193,10917, 11/2016,44,799.99,479.99,40, 2020-07-09 13:36:33 
746432, OK,36,60,363,1290,2118,3867,16965, 3/2017,40,599.99,359.99,40, 2020-07-09 13:36:35 
1057242, OK,4,6,22,35,77,144,1802, 5/2017,38, NaN, NaN, NaN , 2020-07-09 13:36:37 
284118, OK,3,3,42,161,522,731,7706, 5/2020,2,639.99,383.99,40, 2020-07-09 13:36:39 
302562, OK,22,27,150,558,1181,1938,19634, 4/2020,3,799.99,479.99,40, 2020-07-09 13:36:41 
596598, OK,17,22,92,175,228,534,8760, 5/2020,2,379.99,227.99,40, 2020-07-09 13:36:43 
860890, OK,3,5,12,42,96,158,2653, 7/2016,48,99.99,59.99,40, 2020-07-09 13:36:45 
951050, OK,2,4,15,46,81,148,1962, 6/2020,1,799.99,479.99,40, 2020-07-09 13:36:47 
796450, OK,1,1,10,22,23,57,3882, 6/2016,49,79.99,47.99,40, 2020-07-09 13:36:49 
502772, OK,20,31,180,417,629,1277,7991, 6/2020,1,799.99,479.99,40, 2020-07-09 13:36:52 
1102462, OK,9,3,19,45,87,163,1010, 2/2019,17,779.99,467.99,40, 2020-07-09 13:36:54 
1062092, OK,0,1,6,28,26,61,1437, 1/2017,42,799.99,479.99,40, 2020-07-09 13:36:56 
891484, OK,13,19,43,86,113,274,2669, 7/2016,48,539.99,323.99,40, 2020-07-09 13:36:58 
1217064, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,4407, 0/0, NaN ,0,0,0, 2020-07-09 13:37:01 
382204, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:02 
308696, OK,25,44,131,627,1217,2044,9699, 7/2020,0,599.99,359.99,40, 2020-07-09 13:37:04 
474928, OK,2,2,9,25,27,65,2216, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:37:06 
1148774, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,9418, 0/0, NaN ,0,0,0, 2020-07-09 13:37:08 
959144, OK,1,0,0,0,1,2,1364, 10/2016,45,79.99,47.99,40, 2020-07-09 13:37:11 
1233350, OK,2,5,17,49,82,155,525, 7/2018,24,599.99,359.99,40, 2020-07-09 13:37:13 
572744, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:15 
724062, OK,0,0,5,11,12,28,1430, 4/2016,51,79.99,47.99,40, 2020-07-09 13:37:18 
474212, OK,0,2,18,28,46,94,2781, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:37:20 
771276, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:22 
388164, OK,1,5,22,44,51,123,3917, 11/2019,8,799.99,479.99,40, 2020-07-09 13:37:24 
133536, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,246212, 0/0, NaN ,0,0,0, 2020-07-09 13:37:26 
655300, OK,1,2,6,7,9,25,2017, 1/2016,54, NaN, NaN, NaN , 2020-07-09 13:37:27 
949504, OK,1,2,5,6,7,21,974, 1/2017,42,799.99,479.99,40, 2020-07-09 13:37:30 
265960, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:31 
680044, OK,7,3,22,33,23,88,1911, 6/2018,25,719.99,431.99,40, 2020-07-09 13:37:33 
923616, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:35 
741898, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:37 
381330, OK,4,1,2,9,19,35,2454, 2/2015,65,599.99,359.99,40, 2020-07-09 13:37:39 
545918, OK,1,3,3,7,17,31,2262, 3/2017,40,799.99,479.99,40, 2020-07-09 13:37:41 
191854, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,53434, 0/0, NaN ,0,0,0, 2020-07-09 13:37:43 
471546, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:45 
866584, OK,1,9,24,45,69,148,3298, 3/2020,4,799.99,479.99,40, 2020-07-09 13:37:47 
889824, OK,1,5,6,15,30,57,1175, 7/2016,48,79.99,47.99,40, 2020-07-09 13:37:49 
1191504, OK,0,3,1,1,5,10,314, 5/2017,38,99.99,59.99,40, 2020-07-09 13:37:51 
585752, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:53 
671578, OK,2,1,2,18,48,71,1415, 8/2016,47,199.99,119.99,40, 2020-07-09 13:37:56 
151668, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,101296, 0/0, NaN ,0,0,0, 2020-07-09 13:37:58 
1105344, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:37:59 
44836, OK,7,10,39,167,304,527,5348, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:38:01 
840300, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:03 
1100054, OK,0,2,19,52,99,172,2588, 6/2017,37,799.99,479.99,40, 2020-07-09 13:38:05 
421054, OK,3,4,25,28,35,95,4675, 2/2020,5,799.99,479.99,40, 2020-07-09 13:38:07 
528784, OK,1,2,3,6,9,21,3719, 2/2020,5,799.99,479.99,40, 2020-07-09 13:38:09 
637430, OK,2,3,6,17,26,54,2027, 3/2020,4,79.99,47.99,40, 2020-07-09 13:38:12 
236080, OK,15,24,59,132,209,439,13244, 2/2018,29,359.99,215.99,40, 2020-07-09 13:38:13 
777444, OK,14,35,154,444,589,1236,16986, 7/2018,24,119.99,71.99,40, 2020-07-09 13:38:15 
474238, OK,1,4,8,35,28,76,2332, 3/2020,4,79.99,47.99,40, 2020-07-09 13:38:17 
1245244, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,3422, 0/0, NaN ,0,0,0, 2020-07-09 13:38:19 
1051570, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:21 
262370, OK,6,11,18,26,166,227,9381, 9/2018,22,399.99,239.99,40, 2020-07-09 13:38:22 
1188178, OK,0,2,4,8,2,16,998, 5/2017,38,199.99,119.99,40, 2020-07-09 13:38:25 
824592, OK,6,5,14,28,25,78,18041, 4/2018,27,79.99,47.99,40, 2020-07-09 13:38:27 
1147458, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:29 
1243448, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:31 
730414, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:32 
252396, OK,10,11,20,26,42,109,14093, 6/2019,13,599.99,359.99,40, 2020-07-09 13:38:34 
1198166, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:36 
920604, OK,17,17,183,492,542,1251,16468, 6/2020,1,419.99,251.99,40, 2020-07-09 13:38:38 
215728, OK,2,8,29,106,190,335,6936, 5/2014,74,79.99,47.99,40, 2020-07-09 13:38:40 
722174, OK,3,4,9,20,59,95,3726, 1/2017,42,99.99,59.99,40, 2020-07-09 13:38:42 
48841, OK,63,155,934,2859,4803,8814,79145, 10/2015,57,139.99,83.99,40, 2020-07-09 13:38:44 
907444, OK,54,44,148,308,246,800,4569, 8/2016,47,799.99,479.99,40, 2020-07-09 13:38:46 
317030, OK,38,49,210,472,747,1516,9916, 5/2019,14,219.99,131.99,40, 2020-07-09 13:38:48 
891490, OK,2,8,27,109,172,318,2308, 4/2020,3,799.99,479.99,40, 2020-07-09 13:38:50 
1070886, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:52 
812616, OK,0,0,8,21,12,41,8227, 11/2016,44,79.99,47.99,40, 2020-07-09 13:38:54 
407984, OK,4,4,39,66,60,173,5125, 4/2015,63,119.99,71.99,40, 2020-07-09 13:38:56 
214046, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:38:58 
512400, OK,3,2,2,8,15,30,8270, 6/2019,13,379.99,227.99,40, 2020-07-09 13:39:00 
377370, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:01 
1175694, OK,3,1,5,2,14,25,773, 11/2017,32,799.99,479.99,40, 2020-07-09 13:39:03 
945750, OK,1,8,31,84,145,269,2254, 7/2019,12,99.99,59.99,40, 2020-07-09 13:39:05 
1085580, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:07 
1188410, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:08 
402836, OK,2,18,97,253,332,702,5310, 4/2015,63,799.99,479.99,40, 2020-07-09 13:39:10 
588764, OK,5,9,15,20,43,92,13058, 1/2020,6,799.99,479.99,40, 2020-07-09 13:39:12 
576946, OK,4,14,71,134,211,434,3482, 7/2019,12,139.99,83.99,40, 2020-07-09 13:39:14 
543242, OK,12,21,61,284,545,923,5071, 4/2020,3, NaN, NaN, NaN , 2020-07-09 13:39:20 
502240, OK,14,27,57,116,132,346,4167, 6/2015,61,799.99,479.99,40, 2020-07-09 13:39:22 
598266, OK,7,6,5,15,19,52,11970, 4/2016,51,479.99,287.99,40, 2020-07-09 13:39:24 
814068, OK,1,2,12,28,84,127,1683, 5/2016,50,779.99,467.99,40, 2020-07-09 13:39:26 
1076920, OK,3,1,4,8,15,31,1244, 12/2017,31,799.99,479.99,40, 2020-07-09 13:39:28 
1103272, OK,5,5,3,9,28,50,2549, 11/2019,8,79.99,47.99,40, 2020-07-09 13:39:31 
441112, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:32 
1022108, OK,5,6,10,29,40,90,1773, 9/2017,34,799.99,479.99,40, 2020-07-09 13:39:34 
1028030, OK,1,6,8,18,33,66,958, 12/2016,43,419.99,251.99,40, 2020-07-09 13:39:36 
1018380, OK,4,8,43,98,147,300,6935, 2/2017,41,779.99,467.99,40, 2020-07-09 13:39:38 
575676, OK,4,3,16,41,52,116,3357, 4/2016,51,79.99,47.99,40, 2020-07-09 13:39:40 
1105216, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:42 
936328, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:39:44 
43441, OK,42,43,149,433,560,1227,7252, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:39:46 
1103718, OK,3,2,3,5,17,30,1140, 2/2017,41,799.99,479.99,40, 2020-07-09 13:39:48 
584410, OK,4,5,27,68,115,219,3214, 3/2016,52,799.99,479.99,40, 2020-07-09 13:39:51 
625568, OK,1,3,28,78,134,244,2786, 3/2016,52,179.99,107.99,40, 2020-07-09 13:39:53 
297742, OK,4,9,33,128,204,378,2487, 9/2014,70, NaN, NaN, NaN , 2020-07-09 13:39:54 
24877, OK,8,9,54,188,363,622,2607, 2/2019,17, NaN, NaN, NaN , 2020-07-09 13:39:57 
1188742, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,54923, 0/0, NaN ,0,0,0, 2020-07-09 13:39:59 
597716, OK,5,6,8,32,62,113,787, 6/2018,25,799.99,479.99,40, 2020-07-09 13:40:01 
415802, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:02 
323950, OK,13,22,81,263,402,781,4406, 11/2015,56,199.99,119.99,40, 2020-07-09 13:40:04 
488818, OK,0,4,7,6,9,26,2532, 11/2016,44,799.99,479.99,40, 2020-07-09 13:40:07 
610890, OK,3,9,6,16,25,59,1119, 1/2017,42,479.99,287.99,40, 2020-07-09 13:40:09 
638980, OK,2,5,9,6,10,32,1493, 11/2016,44,759.99,455.99,40, 2020-07-09 13:40:11 
599684, OK,3,4,6,16,16,45,1166, 3/2016,52,779.99,467.99,40, 2020-07-09 13:40:13 
332848, OK,5,5,9,27,68,114,2035, 4/2015,63,799.99,479.99,40, 2020-07-09 13:40:15 
354324, OK,2,3,36,100,117,258,2375, 12/2014,67,199.99,119.99,40, 2020-07-09 13:40:18 
379682, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:19 
319020, OK,2,1,5,13,21,42,2121, 7/2015,60,799.99,479.99,40, 2020-07-09 13:40:22 
713258, OK,14,30,211,689,979,1923,9861, 6/2020,1,299.99,179.99,40, 2020-07-09 13:40:24 
537884, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:25 
919906, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,19960, 0/0, NaN ,0,0,0, 2020-07-09 13:40:27 
46010, OK,5,4,14,15,28,66,4161, 4/2013,87,79.99,47.99,40, 2020-07-09 13:40:29 
777932, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:31 
773934, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:33 
221306, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:34 
830994, OK,1,4,9,33,30,77,1260, 1/2017,42,799.99,479.99,40, 2020-07-09 13:40:37 
723510, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:38 
42643, OK,1,6,33,99,157,296,2323, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:40:40 
411778, OK,6,7,28,65,48,154,1987, 12/2016,43,99.99,59.99,40, 2020-07-09 13:40:42 
366514, OK,1,2,0,4,10,17,1211, 0/0, NaN ,79.99,47.99,40, 2020-07-09 13:40:44 
471588, OK,2,3,3,10,30,48,896, 11/2015,56,739.99,443.99,40, 2020-07-09 13:40:46 
390096, OK,0,0,0,2,3,5,1131, 8/2015,59, NaN, NaN, NaN , 2020-07-09 13:40:48 
607876, OK,1,0,5,23,42,71,500, 1/2019,18, NaN, NaN, NaN , 2020-07-09 13:40:50 
249950, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:40:51 
792216, OK,6,12,10,39,43,110,869, 12/2017,31,99.99,59.99,40, 2020-07-09 13:40:53 
45139, OK,2,3,16,34,73,128,1036, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:40:56 
692176, OK,4,16,58,117,113,308,5690, 11/2017,32,79.99,47.99,40, 2020-07-09 13:40:57 
1224262, OK,3,1,11,21,27,63,404, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:40:59 
598094, OK,0,1,3,10,12,26,652, 4/2016,51, NaN, NaN, NaN , 2020-07-09 13:41:02 
40039, OK,6,5,36,116,227,390,2170, 1/2020,6,779.99,467.99,40, 2020-07-09 13:41:04 
1266148, OK,3,1,4,12,2,22,1183, 6/2017,37,99.99,59.99,40, 2020-07-09 13:41:06 
791422, OK,3,0,0,0,5,8,1139, 2/2017,41,799.99,479.99,40, 2020-07-09 13:41:08 
352150, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:10 
791436, OK,6,4,5,10,7,32,1282, 7/2017,36,79.99,47.99,40, 2020-07-09 13:41:12 
537878, OK,3,0,7,2,8,20,3107, 11/2019,8,799.99,479.99,40, 2020-07-09 13:41:14 
923184, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:15 
476256, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:17 
552504, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,6839, 0/0, NaN ,0,0,0, 2020-07-09 13:41:19 
537888, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:21 
385686, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:22 
738900, OK,3,0,4,5,7,19,1178, 1/2017,42,799.99,479.99,40, 2020-07-09 13:41:25 
57415, OK,0,3,18,43,50,114,1872, 6/2013,85,79.99,47.99,40, 2020-07-09 13:41:27 
155344, OK,5,2,8,5,14,34,3381, 1/2014,78,79.99,47.99,40, 2020-07-09 13:41:30 
42491, OK,1,2,11,45,82,141,1071, 12/2019,7, NaN, NaN, NaN , 2020-07-09 13:41:31 
511952, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 13:41:33 
530246, OK,0,7,8,20,34,69,1251, 7/2015,60,79.99,47.99,40, 2020-07-09 13:41:35 
862786, OK,4,4,8,12,12,40,742, 3/2020,4,199.99,119.99,40, 2020-07-09 13:41:38 
165122, OK,1,1,2,1,2,7,3351, 4/2014,75,79.99,47.99,40, 2020-07-09 13:41:40 
530768, OK,5,2,3,1,18,29,1336, 1/2017,42,799.99,479.99,40, 2020-07-09 13:41:42 
